CardNumber,ParcelID,StreetNumber,StreetName,NumofUnits,NumofRooms,NumofBedrooms,ExtType,YearBlt,CurrentBuildingValue,CurrentYardItems,CurrentLandValue,CurrentAcres,FinishedArea,GrossArea,CurrentTotal,SaleDate,SalePrice,LegalReference,Amount,Location 1
1,025-17-5991-000,40,JUNIPER LN,1,8,3,RANCH,1966,193500,0,188900,1.05599,1496,3464,382400,09/01/1971,1,809-72,11000,"40 JUNIPER LN
FRAMINGHAM, MA
(42.337502, -71.442457)"
1,049-02-2445-000,221,CENTRAL ST,1,7,3,SPLIT LEVL,1979,189600,2500,165700,0.67493,1234,2682,357800,03/30/2007,390000,49215-556,12700,"221 CENTRAL ST
FRAMINGHAM, MA
(42.321316, -71.409729)"
1,053-01-2425-000,76,ANGELICA DR,1,7,3,SPLIT LEVL,1970,200100,0,172900,0.45914,1366,3018,373000,07/23/2004,428500,43358-69,7125,"76 ANGELICA DR
FRAMINGHAM, MA
(42.319502, -71.484519)"
1,038-74-1784-000,495,WATER ST,1,9,4,RANCH,1953,146700,2000,154500,0.24539,1906,1906,303200,06/28/2004,319900,231309,7000,"495 WATER ST
FRAMINGHAM, MA
(42.328312, -71.422345)"
1,038-74-5681-000,451,WATER ST,1,7,3,CAPE,1958,176500,11100,162700,0.55847,1784,3092,350300,09/01/1989,171000,20110-0044,6000,"451 WATER ST
FRAMINGHAM, MA
(42.327759, -71.420852)"
1,043-02-4067-000,75,ANGELICA DR,1,7,4,SPLIT ENT,1971,206700,0,173900,0.49288,1484,3016,380600,06/01/1986,188600,17098-518,2500,"75 ANGELICA DR
FRAMINGHAM, MA
(42.321238, -71.484381)"
1,026-27-0099-000,13,BAYBERRY LN,1,8,4,RANCH,1962,137300,1700,164300,0.61882,1844,2804,303300,05/27/2016,250000,1490-50,12500,"13 BAYBERRY LN
FRAMINGHAM, MA
(42.334542, -71.441161)"
1,028-86-4565-000,11,JOYCE RD,1,9,4,SPLIT LEVL,1962,186400,0,168900,0.79679,1680,2876,355300,09/27/1974,1,12704-507,20000,"11 JOYCE RD
FRAMINGHAM, MA
(42.333946, -71.417373)"
1,038-75-2096-000,17,WAYSIDE AVE,1,9,4,RANCH,1955,180500,0,155300,0.27548,1884,2306,335800,03/25/2016,350000,66984-211,6000,"17 WAYSIDE AVE
FRAMINGHAM, MA
(42.329274, -71.42218)"
1,088-74-0678-000,44,WESTGATE RD,1,6,3,RANCH,1972,147500,0,165500,0.19557,1052,2392,313000,01/01/1984,81500,15420-0216,,"44 WESTGATE RD
FRAMINGHAM, MA
(42.300629, -71.459703)"
1,069-68-0245-000,5,MICHAUD DR,1,7,3,SPLIT LEVL,1964,160700,0,179400,0.68735,1152,2724,340100,05/23/2016,369900,67300-72,7685,"5 MICHAUD DR
FRAMINGHAM, MA
(42.310297, -71.426693)"
1,009-40-3004-000,59,KAREN RD,1,5,3,RANCH,1961,125700,0,160900,0.48875,1560,1794,286600,09/08/2004,1,43679-210,,"59 KAREN RD
FRAMINGHAM, MA
(42.343396, -71.433138)"
1,061-51-2003-000,740,OLD CONN PATH,1,5,3,RANCH,1964,143200,0,147200,0.26256,1092,2324,290400,05/03/2006,340000,47388-85,1800,"740 OLD CONN PATH
FRAMINGHAM, MA
(42.318366, -71.392306)"
1,064-08-3519-000,15,ANGELICA DR,1,8,3,SPLIT ENT,1967,218300,1500,173200,0.4705,1294,3126,393000,07/30/2014,399000,63993-99,4000,"15 ANGELICA DR
FRAMINGHAM, MA
(42.311644, -71.485072)"
1,019-28-9119-000,46,LARNIS RD,1,7,3,SPLIT LEVL,1969,240900,3300,160100,0.45914,1614,3400,404300,05/24/2012,100,59156-443,5200,"46 LARNIS RD
FRAMINGHAM, MA
(42.338021, -71.40062)"
1,064-09-1721-000,42,ANGELICA DR,1,8,3,SPLIT ENT,1968,200300,0,173100,0.46527,1294,3290,373400,10/28/1993,195000,23826-0359,4500,"42 ANGELICA DR
FRAMINGHAM, MA
(42.31457, -71.484968)"
1,075-17-4874-000,11,WAVENEY RD,1,8,3,SPLIT LEVL,1958,170900,0,174700,0.52181,1200,3232,345600,10/17/1995,19900,25741-0064,7600,"11 WAVENEY RD
FRAMINGHAM, MA
(42.309237, -71.480585)"
1,118-98-4636-000,190,SINGLETARY LN,1,6,4,CAPE,1938,210400,0,170300,0.36731,1820,3425,380700,09/02/2004,390000,43653-492,1400,"190 SINGLETARY LN
FRAMINGHAM, MA
(42.283832, -71.451789)"
1,064-19-9079-000,17,LEDGEWOOD RD,1,8,4,RANCH,1967,180800,0,174800,0.52449,1300,3450,355600,06/26/2008,100,51357-128,10000,"17 LEDGEWOOD RD
FRAMINGHAM, MA
(42.313063, -71.47897)"
1,048-72-9638-000,135,BROOK ST,1,7,4,RANCH,1958,102900,5300,163500,0.59038,1600,1860,271700,11/21/2014,100,64544-581,,"135 BROOK ST
FRAMINGHAM, MA
(42.322242, -71.419425)"
1,019-38-6977-000,10,LOWRY RD,1,8,4,COLONIAL,1970,233100,22500,163600,0.59229,2016,3623,419200,05/15/2007,488000,49449-187,5000,"10 LOWRY RD
FRAMINGHAM, MA
(42.340558, -71.398124)"
1,088-74-9782-000,20,WESTGATE RD,1,8,3,SPLIT ENT,1967,174900,1300,166200,0.22222,1372,2788,342400,10/16/1979,1,13813-366,20000,"20 WESTGATE RD
FRAMINGHAM, MA
(42.300819, -71.456274)"
1,064-08-8651-000,10,LANEWOOD AVE,1,8,3,SPLIT ENT,1966,206100,0,173200,0.47027,1486,3194,379300,09/02/2003,400000,40721-25,,"10 LANEWOOD AVE
FRAMINGHAM, MA
(42.311881, -71.482276)"
1,050-12-3865-000,151,CENTRAL ST,NULL,NULL,NULL,NULL,NULL,0,0,157600,0.54407,0,0,157600,01/04/1962,1,106855,,"151 CENTRAL ST
FRAMINGHAM, MA
(42.322694, -71.406513)"
1,082-16-5584-000,6,SKYLINE DR,1,3,2,OLD STYLE,1900,104500,12600,172300,0.92704,1584,2088,289400,12/05/2011,235000,58016-398,11810,"6 SKYLINE DR
FRAMINGHAM, MA
(42.3064, -71.405635)"
1,006-30-2839-000,30,DARTMOUTH DR,1,8,4,COLONIAL,1980,322600,0,205500,1.26299,2440,5168,528100,04/01/1981,136000,00998-0180,16000,"30 DARTMOUTH DR
FRAMINGHAM, MA
(42.344991, -71.474018)"
1,019-19-5693-000,16,OVERLOOK DR EAST,1,9,4,COLONIAL,1966,200500,15200,178900,1.35999,2384,4064,394600,08/21/2013,10,62491-115,3374,"16 OVERLOOK DR EAST
FRAMINGHAM, MA
(42.341378, -71.405975)"
1,053-11-3353-000,54,LEDGEWOOD RD,1,8,4,GARRISON,1977,218200,0,175200,0.53972,2376,3688,393400,01/12/2006,408900,46814-389,4500,"54 LEDGEWOOD RD
FRAMINGHAM, MA
(42.319564, -71.480315)"
1,132-04-8562-000,7,JODIE RD,1,9,3,SPLIT LEVL,1957,246200,13900,173200,0.46924,1650,3290,433300,06/21/2004,440000,231211,14088,"7 JODIE RD
FRAMINGHAM, MA
(42.272803, -71.445934)"
1,092-95-8922-000,19,PITT RD,1,8,4,GARRISON,1986,272100,0,152900,0.18384,2070,3206,425000,07/31/1991,206000,21323-531,,"19 PITT RD
FRAMINGHAM, MA
(42.304305, -71.412845)"
1,108-80-9996-000,46,SINGLETARY LN,1,8,3,RANCH,1969,381800,0,173400,0.477,2718,6554,555200,12/14/1993,1,24032-146,2800,"46 SINGLETARY LN
FRAMINGHAM, MA
(42.290732, -71.45299)"
1,048-63-8070-000,18,BROOKVALE RD,1,8,3,SPLIT LEVL,1960,194800,12900,161800,0.52296,1560,3456,369500,06/26/2002,100,35759-334,5000,"18 BROOKVALE RD
FRAMINGHAM, MA
(42.323809, -71.422859)"
1,049-02-8924-000,11,TOWNSEND TERR,1,7,3,RANCH,1960,125700,0,163300,0.58035,960,1920,289000,01/01/1900,1,850-77,7975,"11 TOWNSEND TERR
FRAMINGHAM, MA
(42.323269, -71.408668)"
1,061-50-2845-000,720,OLD CONN PATH,1,6,3,SPLIT LEVL,1960,161400,0,146900,0.25044,1100,2750,308300,09/15/2004,372000,43721-17,2297,"720 OLD CONN PATH
FRAMINGHAM, MA
(42.317953, -71.392182)"
1,029-37-0637-000,36,LARNIS RD,1,6,3,RANCH,1969,248800,0,164300,0.62094,2032,2680,413100,11/01/1986,184000,17620-444,59368,"36 LARNIS RD
FRAMINGHAM, MA
(42.336813, -71.400309)"
1,088-84-2714-000,14,WESTGATE RD,1,9,3,SPLIT ENT,1965,178400,17400,165400,0.1916,1056,2348,361200,12/21/2007,332000,50500-495,,"14 WESTGATE RD
FRAMINGHAM, MA
(42.300872, -71.455461)"
1,059-01-0727-000,287,CENTRAL ST,1,7,4,CAPE,1922,209300,0,157100,0.34435,2547,5044,366400,10/30/2001,100,33938-496,7870,"287 CENTRAL ST
FRAMINGHAM, MA
(42.320105, -71.411511)"
1,075-17-1402-000,993,PLEASANT ST,1,7,3,SPLIT LEVL,1958,159900,14100,173000,0.78317,1200,2708,347000,11/01/1990,190000,20891-161,,"993 PLEASANT ST
FRAMINGHAM, MA
(42.307921, -71.481613)"
1,109-90-1792-000,15,CHERRY OCA LN,1,8,4,GARRISON,1970,323800,11500,175400,0.5455,3202,5336,510700,04/24/2001,1,32730-573,10000,"15 CHERRY OCA LN
FRAMINGHAM, MA
(42.289994, -71.451385)"
1,053-01-7855-000,9,CURRIER DR,1,8,4,SPLIT LEVL,1971,179700,0,160300,0.46786,1127,2337,340000,02/09/2005,100,44613-215,,"9 CURRIER DR
FRAMINGHAM, MA
(42.320936, -71.483061)"
1,009-40-8270-000,75,CYNTHIA RD,1,8,3,RANCH,1962,140400,0,160900,0.49036,1920,1992,301300,02/15/2000,1,31138-424,7000,"75 CYNTHIA RD
FRAMINGHAM, MA
(42.343754, -71.430612)"
1,019-29-0539-000,8,OVERLOOK DR EAST,1,7,4,COLONIAL,1966,155400,0,161900,0.52709,1568,2504,317300,06/30/1994,200000,24668-0533,,"8 OVERLOOK DR EAST
FRAMINGHAM, MA
(42.341416, -71.40438)"
1,061-50-2924-000,730,OLD CONN PATH,1,6,3,SPLIT LEVL,1963,160400,0,146800,0.24552,1100,2522,307200,07/08/1998,100,28815-317,,"730 OLD CONN PATH
FRAMINGHAM, MA
(42.318132, -71.392255)"
1,069-58-8303-000,,MICHAUD DR,NULL,NULL,NULL,NULL,NULL,0,0,170300,0.36788,0,0,170300,07/29/1981,1,12530-603,,"NULL
FRAMINGHAM, MA"
1,077-87-5829-000,30,KNIGHT RD,1,7,4,SPLIT LEVL,1964,193700,25000,173400,0.475,1404,3048,392100,02/09/2006,439900,46945-438,,"30 KNIGHT RD
FRAMINGHAM, MA
(42.309888, -71.453951)"
1,082-16-8314-000,6,GERALD RD,1,7,4,GARRISON,1965,171400,0,153000,0.18648,1581,2912,324400,09/29/2015,385000,66144-538,5000,"6 GERALD RD
FRAMINGHAM, MA
(42.305634, -71.405272)"
1,082-16-8583-000,1,SKYLINE DR,1,7,3,SPLIT ENT,1966,159800,0,153100,0.19059,1152,2376,312900,08/28/2008,290000,51626-471,,"1 SKYLINE DR
FRAMINGHAM, MA
(42.305844, -71.405095)"
1,088-84-4736-000,8,WESTGATE RD,1,8,3,SPLIT ENT,1965,160500,0,166400,0.22695,1100,2351,326900,03/28/2016,249000,66989-361,5000,"8 WESTGATE RD
FRAMINGHAM, MA
(42.300888, -71.454614)"
1,005-21-5071-000,15,DARTMOUTH DR,1,9,4,GARRISON,1980,400200,16600,202200,1.00099,2948,4388,619000,07/19/2007,583000,239923,,"15 DARTMOUTH DR
FRAMINGHAM, MA
(42.346146, -71.476387)"
1,088-75-8959-000,47,WOODMERE RD,1,6,3,RANCH,1965,217000,0,172900,0.45927,1472,3262,389900,06/17/2016,435000,67454-8,26574,"47 WOODMERE RD
FRAMINGHAM, MA
(42.304615, -71.456489)"
1,064-09-7847-000,34,LANEWOOD AVE,1,8,4,GARRISON,1966,185800,12900,179400,0.68871,1910,3302,378100,08/03/2004,476500,43440-195,32800,"34 LANEWOOD AVE
FRAMINGHAM, MA
(42.315168, -71.482386)"
1,015-18-5026-000,42,JUNIPER LN,1,8,4,RANCH,1966,252200,11000,188800,1.04699,1988,2916,452000,07/07/1977,1,891-45,9000,"42 JUNIPER LN
FRAMINGHAM, MA
(42.337969, -71.442772)"
1,038-75-0117-000,27,RINER ST,1,7,3,RANCH,1954,109900,2000,155300,0.27619,1282,1498,267200,06/18/2009,250000,244283,57830,"27 RINER ST
FRAMINGHAM, MA
(42.329868, -71.423018)"
1,025-16-3977-000,6,MOHAWK DR,1,6,3,SPLIT LEVL,1967,172400,0,188300,1.00099,1152,3012,360700,11/21/1997,237900,210025,1000,"6 MOHAWK DR
FRAMINGHAM, MA
(42.334747, -71.44432)"
1,038-75-0098-000,22,WAYSIDE AVE,1,7,3,RANCH,1954,82800,0,155300,0.27548,1250,1250,238100,06/01/2004,337500,230995,3000,"22 WAYSIDE AVE
FRAMINGHAM, MA
(42.329557, -71.422273)"
1,038-65-5324-000,569,WATER ST,1,8,4,COLONIAL,1995,403000,23000,160700,0.48209,2336,4608,586700,06/01/2001,1,32994-273,22200,"569 WATER ST
FRAMINGHAM, MA
(42.329828, -71.424981)"
1,020-48-0662-000,7,POTTER RD,1,8,3,SPLIT LEVL,1967,200400,0,162100,0.53719,1538,3352,362500,07/17/1975,1,12828-145,6200,"7 POTTER RD
FRAMINGHAM, MA
(42.338719, -71.396815)"
1,092-95-5957-000,48,PITT RD,1,7,3,CAPE,1947,278400,0,174200,0.99777,2195.5,4680,452600,06/29/2010,395000,54908-402,12000,"48 PITT RD
FRAMINGHAM, MA
(42.30432, -71.412843)"
1,053-01-4077-000,59,ANGELICA DR,1,7,3,SPLIT ENT,1964,182900,1900,177100,0.60836,1632,3352,361900,06/14/2010,358000,54824-356,7200,"59 ANGELICA DR
FRAMINGHAM, MA
(42.318489, -71.48459)"
1,005-21-3559-000,8,DARTMOUTH DR,1,10,4,GARRISON,1978,344900,12700,204700,1.20298,3080.5,6888,562300,11/09/2015,534000,66356-208,8000,"8 DARTMOUTH DR
FRAMINGHAM, MA
(42.347271, -71.477705)"
1,064-18-1479-000,9,LANEWOOD AVE,1,8,3,SPLIT ENT,1964,199900,0,175000,0.53478,1528,2888,374900,10/16/1978,1,13562-236,11000,"9 LANEWOOD AVE
FRAMINGHAM, MA
(42.31114, -71.48186)"
1,064-08-0253-000,35,WAVENEY RD,NULL,NULL,NULL,NULL,NULL,0,0,196700,1.65,0,0,196700,01/09/2015,315000,64774-372,20000,"35 WAVENEY RD
FRAMINGHAM, MA
(42.310253, -71.485735)"
1,053-10-2482-000,38,LEDGEWOOD RD,1,8,3,SPLIT LEVL,1972,220200,0,179100,0.67734,1694,3280,399300,06/12/2008,415000,51301-276,,"38 LEDGEWOOD RD
FRAMINGHAM, MA
(42.316888, -71.480482)"
1,048-72-1626-000,10,BROOKVALE RD,1,8,3,SPLIT LEVL,1960,181400,14300,160200,0.46292,1296,2780,355900,10/30/1980,1,14116-148,500,"10 BROOKVALE RD
FRAMINGHAM, MA
(42.323015, -71.422294)"
1,059-90-8239-000,11,GERALDINE RD,1,7,3,SPLIT LEVL,1962,169000,0,163400,0.58372,1230,2550,332400,12/29/2011,314000,250268,,"11 GERALDINE RD
FRAMINGHAM, MA
(42.316706, -71.412647)"
1,048-72-1983-000,15,BROOKVALE RD,1,8,4,RANCH,1960,155600,0,160900,0.48783,1560,3242,316500,04/28/1999,1,30098-570,8000,"15 BROOKVALE RD
FRAMINGHAM, MA
(42.323276, -71.422548)"
1,077-76-7673-000,3,DOYLE CIR,1,7,4,SPLIT LEVL,1965,183900,800,182200,0.78767,1364,3112,366900,11/12/2015,100,66368-130,1200,"3 DOYLE CIR
FRAMINGHAM, MA
(42.305734, -71.456791)"
1,053-11-6510-000,57,LEDGEWOOD RD,1,6,3,SPLIT LEVL,1975,200400,0,173200,0.47096,1392,2760,373600,12/12/1977,1,13351-279,4000,"57 LEDGEWOOD RD
FRAMINGHAM, MA
(42.319401, -71.480209)"
1,082-16-7535-000,4,SKYLINE DR,1,8,3,SPLIT LEVL,1966,185200,1300,153000,0.1865,1376,2736,339500,09/30/1998,208000,29160-570,,"4 SKYLINE DR
FRAMINGHAM, MA
(42.306173, -71.405326)"
1,049-02-8446-000,201,CENTRAL ST,1,5,3,RANCH,1960,164000,0,158600,0.40243,1246,2944,322600,07/31/2015,322000,1476-43,2000,"201 CENTRAL ST
FRAMINGHAM, MA
(42.322017, -71.408627)"
1,025-17-3176-000,4,MOHAWK DR,1,9,4,GARRISON,1970,248000,0,188300,1.00799,2473,3782,436300,02/24/2005,510000,233234,55500,"4 MOHAWK DR
FRAMINGHAM, MA
(42.335228, -71.44422)"
1,082-37-9799-000,377,OLD CONN PATH,1,6,3,SPLIT LEVL,1965,138600,1000,145500,0.19495,1032,2230,285100,03/02/1998,150000,28242-287,21532,"377 OLD CONN PATH
FRAMINGHAM, MA
(42.309665, -71.397285)"
1,048-72-7960-000,133,BROOK ST,1,7,3,RANCH,1958,121900,2300,191900,2.6,1600,2526,316100,05/01/2015,235000,65307-81,10000,"133 BROOK ST
FRAMINGHAM, MA
(42.322139, -71.419686)"
1,028-87-7739-000,526,POTTER RD,1,5,2,BUNGALOW,1922,138800,7200,168700,0.78994,1296,2508,314700,08/16/2011,100,57303-560,6000,"526 POTTER RD
FRAMINGHAM, MA
(42.337308, -71.416837)"
1,017-69-8774-000,,HEMENWAY & CATHERINE,NULL,NULL,NULL,NULL,NULL,0,0,180300,1.4713,0,0,180300,06/21/1971,1,12018-469,,"NULL
FRAMINGHAM, MA"
1,069-58-5243-000,13,MICHAUD DR,1,6,3,SPLIT ENT,1964,157400,0,181000,0.7461,1225,2521,338400,08/07/2015,326500,65879-189,22000,"13 MICHAUD DR
FRAMINGHAM, MA
(42.310177, -71.428198)"
1,048-72-6441-000,199,BROOK ST,1,6,3,RANCH,1960,159900,2500,160100,0.45914,1274,2834,322500,02/15/1995,1,25181-0543,,"199 BROOK ST
FRAMINGHAM, MA
(42.321778, -71.420394)"
1,083-47-1572-000,62,GREENLEAF CIR,1,6,3,SPLIT ENT,1966,210500,11100,153400,0.20386,1132,2308,375000,08/13/2010,356000,55168-414,6000,"62 GREENLEAF CIR
FRAMINGHAM, MA
(42.308926, -71.396554)"
1,077-87-5721-000,28,KNIGHT RD,1,8,3,SPLIT ENT,1964,178200,0,172900,0.46033,1300,2780,351100,07/02/2014,390000,63863-219,20410,"28 KNIGHT RD
FRAMINGHAM, MA
(42.309252, -71.453958)"
1,083-47-0393-000,106,NEWBURY ST,1,6,3,SPLIT ENT,1966,136500,0,153200,0.19656,1003,2077,289700,04/01/1988,163000,19013-423,,"106 NEWBURY ST
FRAMINGHAM, MA
(42.307923, -71.396671)"
1,064-19-4769-000,10,BRIDLE PATH CIR,1,8,4,SPLIT LEVL,1974,207600,2100,172900,0.45914,1438,2970,382600,08/14/2006,1,47979-226,3000,"10 BRIDLE PATH CIR
FRAMINGHAM, MA
(42.314841, -71.480857)"
1,064-28-3761-000,29,BRIARWOOD RD,1,8,3,SPLIT ENT,1964,172700,0,172900,0.45914,1248,2608,345600,01/25/2013,100,61048-242,4535,"29 BRIARWOOD RD
FRAMINGHAM, MA
(42.312048, -71.477544)"
1,025-16-3841-000,8,MOHAWK DR,1,8,4,TRI LEVEL,1971,264600,0,188300,1.00298,2546,3518,452900,04/28/1993,255000,195930,3469,"8 MOHAWK DR
FRAMINGHAM, MA
(42.334355, -71.444404)"
1,049-02-3261-000,223,CENTRAL ST,1,6,3,CAPE,1949,162900,17600,170800,0.86915,1833,3746,351300,08/29/1994,146000,24814-0438,38000,"223 CENTRAL ST
FRAMINGHAM, MA
(42.321036, -71.410171)"
1,038-65-8039-000,12,RINER ST,1,8,3,RANCH,1954,105300,0,156000,0.3036,1318,1418,261300,03/20/2015,262000,258934,,"12 RINER ST
FRAMINGHAM, MA
(42.329459, -71.423258)"
1,061-50-0961-000,15,CAPRI DR,1,8,3,SPLIT LEVL,1967,186600,0,163000,0.56908,1592,3104,349600,09/02/2005,432500,46029-427,5000,"15 CAPRI DR
FRAMINGHAM, MA
(42.317647, -71.393316)"
1,025-16-6734-000,26,JUNIPER LN,1,7,3,RANCH,1965,208800,0,188600,1.03198,1672,2272,397400,06/14/2007,1,239600,,"26 JUNIPER LN
FRAMINGHAM, MA
(42.33404, -71.442205)"
1,048-72-8877-000,131,BROOK ST,1,8,4,COLONIAL,1985,259200,0,174800,1.04399,2320,4234,434000,12/20/1991,240000,21622-149,5400,"131 BROOK ST
FRAMINGHAM, MA
(42.322298, -71.419283)"
1,053-11-0818-000,71,LANEWOOD AVE,1,10,5,COLONIAL,1974,276600,0,173300,0.47211,3230,5016,449900,10/20/1995,249800,25749-494,1200,"71 LANEWOOD AVE
FRAMINGHAM, MA
(42.32068, -71.482337)"
1,061-40-9537-000,12,CAPRI DR,1,8,4,SPLIT LEVL,1965,198000,0,159100,0.41988,1580,3608,357100,09/03/1991,164000,21394-0174,2074,"12 CAPRI DR
FRAMINGHAM, MA
(42.31725, -71.393252)"
1,059-90-5386-000,7,GERALDINE RD,1,9,5,SPLIT LEVL,1962,187900,12700,168700,0.78733,1649,3337,369300,06/13/2001,312500,221558,6200,"7 GERALDINE RD
FRAMINGHAM, MA
(42.316738, -71.413429)"
1,019-38-9215-000,10,POTTER RD,1,5,3,RANCH,1962,102500,0,175400,1.09114,866,1900,277900,10/16/1998,169500,29229-194,2446,"10 POTTER RD
FRAMINGHAM, MA
(42.338745, -71.397316)"
1,053-00-6252-000,4,ALAN ST,1,8,4,SPLIT LEVL,1969,216700,0,173100,0.46442,1442,3012,389800,11/06/2015,1,66349-32,5000,"4 ALAN ST
FRAMINGHAM, MA
(42.316504, -71.483352)"
1,064-08-0899-000,28,ANGELICA DR,1,8,3,SPLIT LEVL,1968,239600,0,172900,0.45914,1524,3336,412500,09/30/1993,192900,23716-0032,28100,"28 ANGELICA DR
FRAMINGHAM, MA
(42.312452, -71.485009)"
1,077-86-0054-000,445,PLEASANT ST,2,11,6,OT MFAM,1860,254300,11300,176300,0.90776,2960,4075,441900,05/02/2003,100,39026-169,3000,"445 PLEASANT ST
FRAMINGHAM, MA
(42.304276, -71.455999)"
1,077-86-0199-000,46,WOODMERE RD,1,7,4,SPLIT ENT,1965,183200,0,182200,0.78802,1404,2901,365400,09/28/1966,1,11227-0147,3938,"46 WOODMERE RD
FRAMINGHAM, MA
(42.304806, -71.456549)"
1,118-98-8514-000,210,SINGLETARY LN,1,8,3,CONTEMPORY,1947,228000,0,168400,0.30071,2772,5101,396400,04/17/1998,210000,28459-576,50000,"210 SINGLETARY LN
FRAMINGHAM, MA
(42.282784, -71.450552)"
1,050-13-0031-000,1,TOWNSEND TERR,1,5,2,RANCH,1962,118100,0,174300,1.00599,960,1920,292400,01/24/2014,242500,255932,5300,"1 TOWNSEND TERR
FRAMINGHAM, MA
(42.323504, -71.40806)"
1,005-20-9763-000,21,DARTMOUTH DR,1,9,4,GARRISON,1980,319200,0,202500,1.03299,3258,4910,521700,04/28/2006,698000,236617,2968,"21 DARTMOUTH DR
FRAMINGHAM, MA
(42.34534, -71.474601)"
1,005-21-5383-000,14,DARTMOUTH DR,1,8,4,GARRISON,1979,425100,0,207000,1.37998,2690,4758,632100,06/15/2000,405000,218502,,"14 DARTMOUTH DR
FRAMINGHAM, MA
(42.346174, -71.47617)"
1,092-05-3707-000,11,CAVANAUGH RD,1,8,4,COLONIAL,1953,264200,0,154000,0.22479,2118,3518,418200,04/08/2016,477500,67063-522,2100,"11 CAVANAUGH RD
FRAMINGHAM, MA
(42.303692, -71.410707)"
1,061-60-7442-000,8,MAYMONT DR,1,7,3,GARRISON,1964,152300,0,153100,0.18939,1600,2812,305400,10/26/2000,290000,31962-47,31985,"8 MAYMONT DR
FRAMINGHAM, MA
(42.31644, -71.387091)"
1,025-17-1317-000,1,MOHAWK DR,1,7,3,SPLIT LEVL,1964,264700,10200,189500,1.09699,1978,4406,464400,11/12/2013,487500,255454,10848,"1 MOHAWK DR
FRAMINGHAM, MA
(42.33561, -71.444141)"
1,015-18-6444-000,47,JUNIPER LN,1,8,4,RANCH,1966,162400,0,188500,1.01928,1988,2600,350900,08/30/2007,1,240324,,"47 JUNIPER LN
FRAMINGHAM, MA
(42.338347, -71.443079)"
1,016-28-4048-000,17,HICKORY LN,1,8,4,RANCH,1966,169500,12700,175400,1.093,1964,2600,357600,03/13/2012,1,250721,16500,"17 HICKORY LN
FRAMINGHAM, MA
(42.337467, -71.440308)"
1,004-92-2058-000,,BRIMSTONE LN,NULL,NULL,NULL,NULL,NULL,0,0,170700,0.95599,0,0,170700,01/01/1900,0,12745-207,,"NULL
FRAMINGHAM, MA"
1,066-88-4072-000,32,KNIGHT RD,1,8,4,SPLIT ENT,1964,193100,0,173100,0.46467,1404,3303,366200,06/28/1991,200000,21257-251,14809,"32 KNIGHT RD
FRAMINGHAM, MA
(42.310249, -71.454131)"
1,016-28-0358-000,5,HURON DR,1,7,3,RANCH,1966,128900,1100,175600,1.10422,1544,2144,305600,07/20/2001,300000,221977,4000,"5 HURON DR
FRAMINGHAM, MA
(42.338081, -71.441162)"
1,077-86-1852-000,11,DOYLE CIR,1,7,4,SPLIT ENT,1965,207300,0,183400,0.8301,1544,3701,390700,07/21/2006,405500,47843-254,600,"11 DOYLE CIR
FRAMINGHAM, MA
(42.306236, -71.455691)"
1,088-74-1667-000,42,WESTGATE RD,1,8,4,GARRISON,1975,163900,0,165800,0.20595,1519,2719,329700,07/01/1986,177000,17247-154,6000,"42 WESTGATE RD
FRAMINGHAM, MA
(42.300639, -71.459335)"
1,053-00-1896-000,64,ANGELICA DR,1,8,3,SPLIT ENT,1969,228100,0,172900,0.45914,1344,2637,401000,07/31/2013,411000,62359-28,1500,"64 ANGELICA DR
FRAMINGHAM, MA
(42.317863, -71.484631)"
1,053-01-2315-000,74,ANGELICA DR,1,7,3,SPLIT ENT,1970,202200,0,172900,0.45914,1366,3038,375100,03/10/1997,192000,27121-235,5000,"74 ANGELICA DR
FRAMINGHAM, MA
(42.319225, -71.484541)"
1,053-01-5854-000,5,CURRIER DR,1,8,4,SPLIT ENT,1971,196500,0,173000,0.46281,1484,3054,369500,08/20/2007,1,49967-402,5885,"5 CURRIER DR
FRAMINGHAM, MA
(42.3209, -71.483804)"
1,038-75-2584-000,58,RINER ST,1,8,3,RANCH,1954,123500,1800,155300,0.27548,1506,1849,280600,07/09/1975,1,12824-419,,"58 RINER ST
FRAMINGHAM, MA
(42.330474, -71.421824)"
1,064-19-4949-000,6,BRIDLE PATH CIR,1,7,4,SPLIT ENT,1973,282400,1300,173000,0.46338,1964,4014,456700,11/03/2015,500000,66331-592,11900,"6 BRIDLE PATH CIR
FRAMINGHAM, MA
(42.31584, -71.480804)"
1,025-16-3617-000,10,MOHAWK DR,1,10,3,CONTEMPORY,1975,315800,0,189300,1.08198,3196,4852,505100,08/19/1977,1,152679,50000,"10 MOHAWK DR
FRAMINGHAM, MA
(42.334061, -71.444501)"
1,053-01-2005-000,68,ANGELICA DR,1,7,3,SPLIT ENT,1969,197900,22900,172900,0.45914,1344,2832,393700,09/11/2012,1,59976-105,14400,"68 ANGELICA DR
FRAMINGHAM, MA
(42.318402, -71.484595)"
1,016-28-3402-000,21,HICKORY LN,1,8,3,RANCH,1966,184800,1600,174600,1.02984,2276,2888,361000,10/01/2010,385000,247407,10800,"21 HICKORY LN
FRAMINGHAM, MA
(42.338385, -71.440779)"
